elapsed_s,publish_time_s,odometry_time_s,measurement_age_at_takeover_ms,commissioned_delay_ms,command_delay_steps,state_prediction_enabled,x_m,y_m,yaw_rad,speed_mps,yaw_rate_radps,progress_m,lateral_error_m,yaw_error_rad,reference_speed_mps,published_speed_command_mps,published_steering_command_rad,next_reference_speed_mps,next_speed_command_mps,next_steering_command_rad,next_raw_steering_command_rad,next_desired_yaw_rad,next_yaw_compensation_rad,next_inner_yaw_error_rad,next_steering_saturated,next_speed_saturated,controller_compute_s,deadline_met
4.4,19.555,19.55,9.566666699999615,4.566666700000001,1,False,8.398451151383997,-2.0365518737579023,-0.01241080715746134,4.376361109284374,-0.002839930468009041,8.270793057117608,0.02013351878169457,-3.390014000936338e-05,5.4166666667,5.4166666667,-0.005286518475801948,5.4166666667,5.4166666667,-0.0048619349379433515,-0.0048619349379433515,-0.01781295708850951,-0.005436050071057534,-0.0054021499310481684,False,False,0.0004890049967798404,True
4.5,19.655,19.652,7.566666700000724,4.566666700000001,1,False,8.848236919420337,-2.042193067694119,-0.012657153798142074,4.4449292220956655,-0.0019382103996350348,8.720617041264376,0.020027009152395338,-0.0004223653736289863,5.4166666667,5.4166666667,-0.0048619349379433515,5.4166666667,5.4166666667,-0.004486434387765979,-0.004486434387765979,-0.01764208089565983,-0.005407292471146742,-0.004984927097517754,False,False,0.0004701180005213246,True
4.6,19.755,19.754,5.5666666999982795,4.566666700000001,1,False,9.304797523431617,-2.048014721176692,-0.012833119021575457,4.5092851491872254,-0.001441182890298944,9.177217228764581,0.019761741743928696,-0.0007262618500406444,5.4166666667,5.4166666667,-0.004486434387765979,5.4166666667,5.4166666667,-0.004148467578738093,-0.004148467578738093,-0.01744252744239556,-0.005335670270860749,-0.004609408420820103,False,False,0.0005471399999805726,True
4.7,19.855,19.822,37.56666670000186,4.566666700000001,1,False,9.612729064507652,-2.0519806654349213,-0.012920183320520764,4.549986584148562,-0.0011320353122299554,9.485175718960685,0.019512033175774122,-0.0008903166729216788,5.4166666667,5.4166666667,-0.004148467578738093,5.4166666667,5.4166666667,-0.003940139056083603,-0.003940139056083603,-0.0172981156050581,-0.005268248957459014,-0.004377932284537336,False,False,0.0004782640025950968,True
4.8,19.955,19.924,35.566666699999416,4.566666700000001,1,False,10.079671985202925,-2.058037922949389,-0.01301580315460473,4.607915685756919,-0.0006671114643346275,9.95215967127771,0.0190477466001961,-0.0010883923292078956,5.4166666667,5.4166666667,-0.003940139056083603,5.4166666667,5.4166666667,-0.0036490493275605465,-0.0036490493275605465,-0.01707030240744978,-0.005142891582052947,-0.004054499252845052,False,False,0.0005449660020531155,True
4.9,20.055,20.026,33.566666700000525,4.566666700000001,1,False,10.552339575318323,-2.064206569339766,-0.013079511325426127,4.662288525754876,-0.0004961262413176775,10.424868808659475,0.01849604545304687,-0.001238262376900343,5.4166666667,5.4166666667,-0.0036490493275605465,5.4166666667,5.4166666667,-0.0033801029058800826,-0.0033801029058800826,-0.01683518122084844,-0.004993932272322655,-0.003755669895422314,False,False,0.000465067001641728,True
5.0,20.155,20.128,31.566666700001633,4.566666700000001,1,False,11.03037965225265,-2.070469993110311,-0.013119902494499397,4.713311127504392,-0.00020025157311850874,10.902950773804452,0.017876264664191857,-0.0013478276319568944,5.4166666667,5.4166666667,-0.0033801029058800826,5.4166666667,5.4166666667,-0.003130887444637415,-0.003130887444637415,-0.016598666321874303,-0.004826591459331802,-0.0034787638273749057,False,False,0.0004601679975166917,True
5.1,20.255,20.23,29.56666669999919,4.566666700000001,1,False,11.513461454644977,-2.0768147432580846,-0.013143556529179978,4.76119605913153,-7.228434351271087e-05,11.386074679535984,0.017205504316592173,-0.0014230227084572888,5.4166666667,5.4166666667,-0.003130887444637415,5.4166666667,5.4166666667,-0.002900217111320339,-0.002900217111320339,-0.016366019986202577,-0.004645486165479887,-0.0032224634570225986,False,False,0.0006497819995274767,True
5.2,20.355,20.332,27.566666700000297,4.566666700000001,1,False,12.001275678457294,-2.083230032502802,-0.013155209792728785,4.806148739673978,3.6744681403400866e-05,11.873931136582446,0.016499077388251043,-0.0014679847760410549,5.4166666667,5.4166666667,-0.002900217111320339,5.4166666667,5.4166666667,-0.0026880895069080544,-0.0026880895069080544,-0.016141975911515512,-0.004454750894827782,-0.002986766118786727,False,False,0.0004811489998246543,True
5.3,20.455,20.434,25.566666699997853,4.566666700000001,1,False,12.49353339829311,-2.0897073552408436,-0.013158622077724547,4.848362735181182,5.1852769811068085e-05,12.366231167011986,0.015770831656950153,-0.0014859177223026552,5.4166666667,5.4166666667,-0.0026880895069080544,5.4166666667,5.4166666667,-0.0024949861425664984,-0.0024949861425664984,-0.015930828902798434,-0.004258124547376542,-0.002772206825073887,False,False,0.000590976000239607,True
5.4,20.555,20.536,23.56666669999896,4.566666700000001,1,False,12.98996506510523,-2.0962392544758846,-0.013152925092300287,4.888027247549025,0.00023579193281611423,12.862705185594324,0.015034325981181639,-0.00147543791936036,5.4166666667,5.4166666667,-0.0024949861425664984,5.4166666667,5.4166666667,-0.0023254470860028147,-0.0023254470860028147,-0.01573675518785897,-0.004059268014919043,-0.002583830095558683,False,False,0.0005561369980568998,True
5.5,20.655,20.638,21.56666670000007,4.566666700000001,1,False,13.490317392409422,-2.1028168211564435,-0.013134057730272276,4.925251854012694,0.0005810062759230808,13.363099854691631,0.014305252053547128,-0.0014320069827855175,5.4166666667,5.4166666667,-0.0023254470860028147,5.4166666667,5.4166666667,-0.002187369964504986,-0.002187369964504986,-0.015564468801944483,-0.0038624180544577246,-0.0024304110716722067,False,False,0.0005525099986698478,True
5.6,20.755,20.74,19.56666670000118,4.566666700000001,1,False,13.994346537565642,-2.1094283168451655,-0.013093627939485918,4.960148300722333,0.0012746134732461406,13.867171247100272,0.013602691579382313,-0.0013467921234121983,5.4166666667,5.4166666667,-0.002187369964504986,5.4166666667,5.4166666667,-0.002093341142718923,-0.002093341142718923,-0.015419562542506943,-0.0036727267264332246,-0.0023259346030210255,False,False,0.00046375500096473843,True
5.7,20.855,20.842,17.566666700002287,4.566666700000001,1,False,14.501822458699863,-2.116057359167738,-0.013040857629051453,4.9928550228853545,0.0007252532825427981,14.374689177435437,0.012950942508630046,-0.001228609389257021,5.4166666667,5.4166666667,-0.002093341142718923,5.4166666667,5.4166666667,-0.0020413305792657825,-0.0020413305792657825,-0.015309002717124544,-0.003496754477330113,-0.0022681450880730914,False,False,0.0005001169993192889,True
5.8,20.955,20.944,15.566666699999843,4.566666700000001,1,False,15.0125288624044,-2.122724862697482,-0.013056042757144918,5.023519118190226,0.0008611467658649688,14.885437643181964,0.012337543485098612,-0.0011573816781831597,5.4166666667,5.4166666667,-0.0020413305792657825,5.4166666667,5.4166666667,-0.0019563795565141194,-0.0019563795565141194,-0.015229797819938384,-0.0033311367409766253,-0.002173755062793466,False,False,0.0007956400004331954,True
5.9,21.055,21.046,13.566666700000951,4.566666700000001,1,False,15.52626393180212,-2.129436030091348,-0.013068034047522808,5.052268687736964,0.0006012646200108157,15.399214931311468,0.01176625328693666,-0.0010616172436385511,5.4166666667,5.4166666667,-0.0019563795565141194,5.4166666667,5.4166666667,-0.0019037440294509126,-0.0019037440294509126,-0.015183305191357155,-0.003176888387472898,-0.0021152711438343474,False,False,0.0004938540005241521,True
